[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=0) = 0.0
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=1) = -2.0000000000000004
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=2) = -4.000000000000001
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=3) = -4.000000000000001
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=4) = -4.000000000000001
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=5) = -4.000000000000001
[2025-10-05 22:36:57] INFO: Exact (n_sites=4, n_occ=6) = -4.0
[2025-10-05 22:36:57] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 1) = -0.219970703125
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3430) = -0.02978515625
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3132) = -3.107666015625
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3176) = -3.54296875
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3068) = -2.48583984375
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3291) = -2.701904296875
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3111) = -2.610595703125
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3315) = -1.659423828125
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3133) = -2.880615234375
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3431) = 0.02880859375
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3069) = -2.40380859375
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3177) = -3.400146484375
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3292) = -2.656494140625
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3112) = -2.6201171875
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3316) = -1.619140625
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3134) = -2.899169921875
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3432) = -0.0234375
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3178) = -3.503662109375
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3070) = -2.431396484375
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3293) = -2.989013671875
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3317) = -1.700439453125
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3113) = -2.9091796875
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3135) = -3.046630859375
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3433) = -0.039306640625
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3179) = -3.475830078125
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3071) = -2.2177734375
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3294) = -2.991943359375
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3318) = -1.71875
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3136) = -3.090087890625
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3114) = -3.002197265625
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3434) = 0.017578125
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3180) = -3.266357421875
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3072) = -2.30908203125
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3295) = -2.7265625
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3137) = -3.091796875
[2025-10-05 22:40:43] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3319) = -1.82568359375
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3435) = -0.014404296875
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3115) = -3.142822265625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3181) = -3.47021484375
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3073) = -2.47802734375
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3138) = -3.14501953125
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3296) = -2.685791015625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3320) = -1.752197265625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3436) = 0.039306640625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3116) = -3.11572265625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3182) = -3.48681640625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3074) = -2.369384765625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3139) = -3.05908203125
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3321) = -1.770751953125
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3297) = -2.69921875
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3437) = 0.0087890625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3183) = -3.290283203125
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3075) = -2.123291015625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3140) = -3.00390625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3117) = -2.830810546875
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3298) = -2.712646484375
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3322) = -1.715576171875
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3438) = 0.01611328125
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3184) = -3.406005859375
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3076) = -2.255126953125
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3118) = -2.771240234375
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3323) = -1.683349609375
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3141) = -2.94189453125
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3299) = -2.87255859375
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3439) = 0.02880859375
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3185) = -3.55712890625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3119) = -2.964111328125
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3077) = -2.3955078125
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3324) = -1.8251953125
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3142) = -3.017578125
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3440) = 0.020751953125
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3300) = -2.89501953125
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3186) = -3.601806640625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3325) = -1.754638671875
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3441) = 0.021240234375
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3078) = -2.43505859375
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3120) = -3.004638671875
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3301) = -2.83642578125
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3143) = -3.08349609375
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3187) = -3.558837890625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3442) = 0.019775390625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3302) = -2.79931640625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3326) = -1.78369140625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3144) = -3.06982421875
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3121) = -3.062744140625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3079) = -2.46484375
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3188) = -3.59326171875
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3443) = 0.027099609375
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3327) = -1.831787109375
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3303) = -2.791259765625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3145) = -2.951904296875
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3122) = -3.0703125
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3080) = -2.37646484375
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3189) = -3.55419921875
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3444) = 0.012939453125
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3328) = -1.89892578125
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3304) = -2.696533203125
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3146) = -2.937744140625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3081) = -2.166015625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3123) = -3.110107421875
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3305) = -2.79248046875
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3190) = -3.5849609375
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3329) = -1.8701171875
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3445) = 0.021484375
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3147) = -2.791748046875
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3124) = -3.041259765625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3082) = -2.111572265625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3446) = 0.00927734375
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3306) = -2.684814453125
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3148) = -2.788330078125
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3330) = -1.802978515625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3191) = -3.3916015625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3125) = -3.09619140625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3083) = -2.512939453125
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3447) = 0.006103515625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3331) = -1.60009765625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3307) = -2.7724609375
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3192) = -3.2841796875
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3149) = -2.979736328125
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3448) = -0.08642578125
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3126) = -3.1123046875
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3332) = -1.709716796875
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3084) = -2.48974609375
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3308) = -2.826171875
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3193) = -3.554931640625
[2025-10-05 22:40:44] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3150) = -3.05029296875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3449) = -0.020751953125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3333) = -1.70556640625
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3127) = -3.01416015625
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3085) = -2.085205078125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3194) = -3.541748046875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3309) = -2.81689453125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3151) = -2.90673828125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3450) = -0.010986328125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3128) = -2.94091796875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3086) = -2.04150390625
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3334) = -1.698486328125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3195) = -3.505615234375
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3310) = -2.729248046875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3451) = 0.03662109375
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3152) = -2.975341796875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3129) = -2.903564453125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3087) = -2.453125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3335) = -1.769287109375
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3311) = -2.7568359375
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3196) = -3.4384765625
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3452) = 0.05859375
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3153) = -2.962890625
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3130) = -2.8876953125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3312) = -2.879638671875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3336) = -1.80810546875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3088) = -2.484619140625
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3453) = -0.0068359375
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3197) = -3.41357421875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3154) = -2.980224609375
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3131) = -2.902587890625
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3454) = -0.0966796875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3313) = -2.71923828125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3337) = -1.892822265625
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3089) = -2.357666015625
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3198) = -3.3828125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3155) = -3.029296875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3455) = -0.0341796875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3132) = -2.893310546875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3314) = -2.832275390625
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3090) = -2.42724609375
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3338) = -1.9052734375
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3199) = -3.529296875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3456) = -0.009033203125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3156) = -3.001953125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3133) = -3.100341796875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3315) = -2.80029296875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3339) = -1.752685546875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3091) = -2.346435546875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3200) = -3.526611328125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3157) = -2.978271484375
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3457) = -0.014892578125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3134) = -2.969482421875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3316) = -2.610107421875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3092) = -2.381103515625
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3340) = -1.77294921875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3201) = -3.55517578125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3458) = -0.07421875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3158) = -2.968505859375
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3135) = -2.99609375
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3317) = -2.841552734375
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3341) = -1.713623046875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3093) = -2.34423828125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3459) = -0.0400390625
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3202) = -3.533935546875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3136) = -2.941650390625
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3318) = -2.760986328125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3159) = -3.007568359375
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3342) = -1.725341796875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3094) = -2.3466796875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3460) = 0.01123046875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3203) = -3.3876953125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3137) = -2.831298828125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3319) = -3.011474609375
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3343) = -1.821533203125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3160) = -3.0927734375
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3095) = -2.44482421875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3461) = -0.013427734375
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3138) = -2.737060546875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3204) = -3.37646484375
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3320) = -2.88037109375
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3344) = -1.74365234375
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3462) = -0.030029296875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3161) = -2.945556640625
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3096) = -2.415283203125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3139) = -2.9873046875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3205) = -3.406494140625
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3321) = -2.60205078125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3345) = -1.7353515625
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3463) = -0.03173828125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3097) = -2.311279296875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3162) = -2.89794921875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3206) = -3.379150390625
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3140) = -3.0146484375
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3322) = -2.66796875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=1, repetition 1, iteration 3346) = -1.731689453125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3464) = 0.0322265625
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=6, repetition 1, iteration 3098) = -2.313232421875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=4, repetition 1, iteration 3163) = -2.905517578125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=3, repetition 1, iteration 3207) = -3.274658203125
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=5, repetition 1, iteration 3141) = -3.012451171875
[2025-10-05 22:40:45] DEBUG: VQE (n_sites=4, n_occ=2, repetition 1, iteration 3323) = -2.72509765625
[2025-10-05 22:40:46] DEBUG: VQE (n_sites=4, n_occ=0, repetition 1, iteration 3465) = -0.041015625
